RefId,IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
7246,0,5/28/2009,MANHEIM,2006,3,CHEVROLET,EQUINOX FWD V6 3.4L,LS,4D SUV LS,GREY,AUTO,1.0,Alloy,63861,AMERICAN,MEDIUM SUV,GM,8902.0,10726.0,10114.0,12084.0,8902.0,10726.0,10114.0,12084.0,,,18111,30272,GA,8545.0,0,1215
7247,0,5/28/2009,MANHEIM,2006,3,JEEP,GRAND CHEROKEE 4WD V,Lar,4D WAGON LAREDO,BEIGE,AUTO,1.0,Alloy,77808,AMERICAN,MEDIUM SUV,CHRYSLER,12781.0,14424.0,14303.0,16078.0,12673.0,14280.0,14187.0,15922.0,,,18111,30272,GA,9325.0,0,1857
7248,0,5/28/2009,MANHEIM,2005,4,MITSUBISHI,GALANT 4C 2.4L I4 EF,DE,4D SEDAN DE,WHITE,AUTO,2.0,Covers,61845,OTHER ASIAN,MEDIUM,OTHER,4714.0,5997.0,5591.0,6977.0,4714.0,5997.0,5591.0,6977.0,,,18111,30272,GA,6645.0,0,533
7249,1,5/28/2009,MANHEIM,2005,4,FORD,F150 PICKUP 2WD V6 4,STX,REG CAB 4.2L STX,SILVER,AUTO,1.0,Alloy,64669,AMERICAN,LARGE TRUCK,FORD,7860.0,9792.0,8989.0,11075.0,7860.0,9792.0,8989.0,11075.0,,,18111,30272,GA,8845.0,0,533
7250,0,5/28/2009,MANHEIM,2006,3,BUICK,RENDEZVOUS FWD,CX,4D SUV CX,RED,AUTO,1.0,Alloy,74944,AMERICAN,MEDIUM SUV,GM,12958.0,15026.0,14495.0,16728.0,12958.0,15026.0,14495.0,16728.0,,,18111,30272,GA,8245.0,0,3667
7251,0,5/28/2009,MANHEIM,2006,3,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,WHITE,AUTO,1.0,Alloy,67566,AMERICAN,LARGE,GM,6892.0,8438.0,7943.0,9613.0,6892.0,8438.0,7943.0,9613.0,,,18111,30272,GA,7560.0,0,1703
7252,0,5/28/2009,MANHEIM,2005,4,JEEP,GRAND CHEROKEE 2WD V,Lar,4D WAGON LAREDO,WHITE,AUTO,1.0,Alloy,83054,AMERICAN,MEDIUM SUV,CHRYSLER,9175.0,10519.0,10409.0,11861.0,9035.0,10579.0,10258.0,11925.0,,,18111,30272,GA,8410.0,0,1893
7253,1,5/28/2009,MANHEIM,2006,3,CHEVROLET,MALIBU MAXX V6 3.5L,LT,4D SEDAN LT,BLACK,AUTO,1.0,Alloy,70272,AMERICAN,MEDIUM,GM,7237.0,8978.0,8316.0,10196.0,7237.0,8978.0,8316.0,10196.0,,,18111,30272,GA,6295.0,0,1272
7254,0,6/4/2009,MANHEIM,2005,4,HYUNDAI,ELANTRA 2.0L I4 MPI,GLS,4D SEDAN,WHITE,AUTO,2.0,Covers,71014,OTHER ASIAN,MEDIUM,OTHER,3837.0,4833.0,4644.0,5720.0,4138.0,5217.0,4969.0,6134.0,,,18880,30272,GA,4825.0,0,569
7255,0,6/4/2009,MANHEIM,2006,3,SUZUKI,FORENZA 2.0L I4 EFI,,4D SEDAN,MAROON,MANUAL,2.0,Covers,57337,OTHER ASIAN,MEDIUM,OTHER,3913.0,4867.0,4726.0,5756.0,3913.0,4867.0,4726.0,5756.0,,,18880,30272,GA,4825.0,0,505
7256,0,6/4/2009,MANHEIM,2002,7,CHRYSLER,PT CRUISER 2.4L I4 M,Lim,4D SEDAN LIMITED,BLACK,AUTO,1.0,Alloy,93097,AMERICAN,MEDIUM,CHRYSLER,3228.0,4186.0,3986.0,5021.0,3228.0,4186.0,3986.0,5021.0,,,18880,30272,GA,3575.0,0,1930
7257,0,6/4/2009,MANHEIM,2004,5,KIA,OPTIMA V6 2.7L V6 MP,EX,4D SEDAN EX,WHITE,AUTO,1.0,Alloy,73926,OTHER ASIAN,MEDIUM,OTHER,2726.0,3446.0,3444.0,4222.0,2726.0,3446.0,3444.0,4222.0,,,18880,30272,GA,3775.0,0,803
7258,0,6/4/2009,MANHEIM,2005,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Bas,4D SEDAN,BLACK,AUTO,2.0,Covers,55830,AMERICAN,MEDIUM,GM,4905.0,6321.0,5797.0,7327.0,4905.0,6321.0,5797.0,7327.0,,,18880,30272,GA,4875.0,0,837
7259,0,6/4/2009,MANHEIM,2006,3,FORD,FIVE HUNDRED 3.0L V6,SE,4D SEDAN SE,WHITE,AUTO,1.0,Alloy,81015,AMERICAN,LARGE,FORD,6266.0,7716.0,7267.0,8833.0,6266.0,7716.0,7267.0,8833.0,,,18880,30272,GA,7045.0,0,1633
7260,0,6/4/2009,MANHEIM,2002,7,MERCURY,SABLE 3.0L V6 EFI,GS,4D SEDAN GS,BEIGE,AUTO,1.0,Alloy,81081,AMERICAN,MEDIUM,FORD,1813.0,2730.0,2458.0,3448.0,2182.0,3231.0,2857.0,3989.0,,,18880,30272,GA,4175.0,0,1283
7261,0,8/27/2009,MANHEIM,2006,3,CHEVROLET,HHR 2.2L I4 MPI / SF,LT,4D SUV 2.2L LT,SILVER,AUTO,1.0,Alloy,58042,AMERICAN,MEDIUM,GM,7000.0,8659.0,8060.0,9852.0,6980.0,8079.0,11293.0,13128.0,,,18881,30272,GA,7945.0,0,671
7262,0,8/27/2009,MANHEIM,2006,3,SUZUKI,FORENZA 2.0L I4 EFI,,4D SEDAN,SILVER,AUTO,2.0,Covers,63003,OTHER ASIAN,MEDIUM,OTHER,4099.0,5145.0,4927.0,6057.0,4355.0,5569.0,5203.0,6515.0,,,18881,30272,GA,5845.0,0,533
7263,0,8/27/2009,MANHEIM,2006,3,DODGE,CARAVAN GRAND FWD V6,Bas,MINIVAN 3.3L,BLUE,AUTO,2.0,Covers,72817,AMERICAN,VAN,CHRYSLER,6670.0,8296.0,7704.0,9460.0,6470.0,8226.0,7488.0,9384.0,,,18881,30272,GA,6745.0,0,1623
7266,0,9/3/2009,MANHEIM,2003,6,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,BEIGE,AUTO,2.0,Covers,72523,AMERICAN,LARGE,GM,3116.0,4189.0,3865.0,5024.0,2814.0,3914.0,3539.0,4727.0,,,18881,30272,GA,5930.0,0,2274
7267,0,9/3/2009,MANHEIM,2004,5,MITSUBISHI,GALANT V6 3.8L V6 MP,LS,4D SEDAN LS,SILVER,AUTO,1.0,Alloy,73230,OTHER ASIAN,MEDIUM,OTHER,4807.0,6221.0,5692.0,7219.0,5340.0,6707.0,6267.0,7744.0,,,18881,30272,GA,6930.0,0,803
7268,0,9/3/2009,MANHEIM,2008,1,CHEVROLET,UPLANDER FWD V6 3.9L,LS,PASSENGER EXT 3.5L LS,WHITE,AUTO,2.0,Covers,84739,AMERICAN,VAN,GM,12107.0,13622.0,13576.0,15212.0,12071.0,13094.0,13537.0,14642.0,,,18881,30272,GA,7610.0,0,2282
7269,0,9/3/2009,MANHEIM,2004,5,DODGE,NEON 2.0L I4 SFI,SXT,4D SEDAN,WHITE,AUTO,1.0,Alloy,64111,AMERICAN,COMPACT,CHRYSLER,2644.0,3586.0,3356.0,4373.0,2645.0,3686.0,3357.0,4481.0,,,18881,30272,GA,5545.0,0,630
7270,0,9/3/2009,MANHEIM,2005,4,MAZDA,MAZDA6 3.0L V6 MFI /,s,5D HATCHBACK S,GREY,AUTO,1.0,Alloy,78278,OTHER ASIAN,MEDIUM,OTHER,7858.0,9403.0,8987.0,10655.0,7826.0,10094.0,8952.0,11402.0,,,18881,30272,GA,6845.0,0,1506
7271,0,9/3/2009,MANHEIM,2007,2,CHRYSLER,SEBRING 4C 2.4L I4 E,Tou,4D SEDAN TOURING,BLACK,AUTO,1.0,Alloy,59721,AMERICAN,MEDIUM,CHRYSLER,9133.0,10780.0,10364.0,12142.0,8784.0,10257.0,12217.0,13853.0,,,18881,30272,GA,7445.0,0,920
7272,0,9/3/2009,MANHEIM,2007,2,CHEVROLET,HHR 2.2L I4 MPI,LT,4D SUV 2.2L LT,GOLD,AUTO,1.0,Alloy,59773,AMERICAN,MEDIUM,GM,8702.0,10397.0,9898.0,11729.0,9013.0,10639.0,10234.0,11990.0,,,18881,30272,GA,7845.0,0,671
7273,0,9/10/2009,MANHEIM,2002,7,MERCURY,SABLE 3.0L V6 EFI,GS,4D SEDAN GS,GREY,AUTO,1.0,Alloy,96534,AMERICAN,MEDIUM,FORD,2369.0,3412.0,3059.0,4185.0,2182.0,3231.0,2857.0,3989.0,,,18880,30272,GA,3425.0,0,1353
7274,0,9/10/2009,MANHEIM,2005,4,CHRYSLER,SEBRING V6 2.7L V6 M,Tou,4D SEDAN LXI,WHITE,AUTO,1.0,Alloy,90426,AMERICAN,MEDIUM,CHRYSLER,3628.0,4879.0,4418.0,5769.0,3479.0,4591.0,4257.0,5458.0,,,18880,30272,GA,3475.0,0,1485
7275,0,9/10/2009,MANHEIM,2003,6,FORD,MUSTANG V6 3.8L V6 E,Bas,2D COUPE,GREY,AUTO,1.0,Alloy,63449,AMERICAN,SPORTS,FORD,4611.0,5706.0,5480.0,6662.0,3869.0,4877.0,4679.0,5767.0,,,18880,30272,GA,7145.0,0,1028
7276,0,9/10/2009,MANHEIM,2004,5,CHRYSLER,PT CRUISER 2.4L I4 S,Lim,4D SEDAN LIMITED,BLUE,AUTO,1.0,Alloy,78144,AMERICAN,MEDIUM,CHRYSLER,4917.0,6036.0,5810.0,7019.0,4770.0,5576.0,8389.0,9268.0,,,18880,30272,GA,5495.0,0,1389
7277,1,9/10/2009,MANHEIM,2004,5,FORD,FOCUS 2.0L I4 MFI /,LX,4D SEDAN LX,RED,AUTO,2.0,Covers,66184,AMERICAN,COMPACT,FORD,2843.0,3841.0,3570.0,4648.0,2720.0,3772.0,3438.0,4574.0,,,18880,30272,GA,4175.0,0,1020
7279,0,9/10/2009,MANHEIM,2006,3,PONTIAC,VIBE 1.8L I4 MFI / M,Bas,4D WAGON,GREY,AUTO,2.0,Covers,77652,AMERICAN,MEDIUM,GM,8121.0,9776.0,9271.0,11058.0,6854.0,8147.0,10571.0,12548.0,,,18880,30272,GA,7810.0,0,569
7280,0,9/10/2009,MANHEIM,2006,3,CHEVROLET,HHR 2.2L I4 MPI / SF,LT,4D SUV 2.2L LT,GOLD,AUTO,1.0,Alloy,75843,AMERICAN,MEDIUM,GM,7024.0,8497.0,8086.0,9677.0,6194.0,7272.0,10232.0,11810.0,,,18880,30272,GA,7145.0,0,803
7281,0,9/10/2009,MANHEIM,2004,5,FORD,FOCUS 2.0L I4 SFI,SE,4D SEDAN SE,BLUE,AUTO,2.0,Covers,74822,AMERICAN,COMPACT,FORD,3392.0,4288.0,4163.0,5131.0,3188.0,4460.0,3943.0,5317.0,,,18880,30272,GA,4325.0,0,1155
7282,0,9/10/2009,MANHEIM,2006,3,CHRYSLER,PT CRUISER 2.4L I4 S,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,86236,AMERICAN,MEDIUM,CHRYSLER,5498.0,6566.0,6438.0,7591.0,4982.0,5877.0,5881.0,6847.0,,,18880,30272,GA,4825.0,0,1503
7283,0,9/17/2009,MANHEIM,2005,4,DODGE,DURANGO 2WD V8 4.7L,ST,4D SUV 4.7L ST,SILVER,AUTO,1.0,Alloy,58034,AMERICAN,MEDIUM SUV,CHRYSLER,8004.0,9529.0,9144.0,10791.0,6506.0,7805.0,10367.0,11763.0,,,20740,30272,GA,9575.0,0,1086
7284,0,9/17/2009,MANHEIM,2005,4,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,GREEN,AUTO,1.0,Alloy,79876,AMERICAN,MEDIUM,FORD,3667.0,4751.0,4460.0,5631.0,3229.0,4383.0,3987.0,5234.0,,,20740,30272,GA,5025.0,0,920
7285,0,9/17/2009,MANHEIM,2003,6,CHEVROLET,MALIBU V6 3.1L V6 SF,LS,4D SEDAN LS,GREEN,AUTO,1.0,Alloy,60384,AMERICAN,MEDIUM,GM,3241.0,4542.0,4000.0,5405.0,2745.0,3809.0,5994.0,7225.0,,,20740,30272,GA,4375.0,0,2198
7287,0,9/17/2009,MANHEIM,2002,7,CHRYSLER,PT CRUISER 2.4L I4 M,Lim,4D SEDAN LIMITED,RED,AUTO,1.0,Alloy,73568,AMERICAN,MEDIUM,CHRYSLER,3260.0,4246.0,4021.0,5086.0,3203.0,4180.0,3959.0,5014.0,,,20740,30272,GA,4675.0,0,1689
7288,0,9/17/2009,MANHEIM,2007,2,CHEVROLET,COBALT 2.2L I4 MPI,LS,4D SEDAN LS,GOLD,AUTO,1.0,Alloy,69168,AMERICAN,COMPACT,GM,6980.0,7819.0,8038.0,8945.0,5535.0,6362.0,9562.0,10378.0,,,20740,30272,GA,6330.0,0,728
7289,0,9/17/2009,MANHEIM,2004,5,DODGE,STRATUS 4C 2.4L I4 M,SXT,4D SEDAN SE,SILVER,AUTO,1.0,Alloy,70100,AMERICAN,MEDIUM,CHRYSLER,2629.0,3658.0,3339.0,4451.0,2732.0,3825.0,5846.0,7267.0,,,20740,30272,GA,4810.0,0,1155
7290,0,9/17/2009,MANHEIM,2005,4,CHRYSLER,PT CRUISER 2.4L I4 S,Tou,4D SEDAN,SILVER,AUTO,1.0,Alloy,83671,AMERICAN,MEDIUM,CHRYSLER,4486.0,5442.0,5345.0,6377.0,4081.0,5168.0,4907.0,6081.0,,,20740,30272,GA,4925.0,0,1503
7291,0,9/17/2009,MANHEIM,2005,4,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L SXT,BLUE,AUTO,1.0,Alloy,75946,AMERICAN,VAN,CHRYSLER,5766.0,7664.0,6727.0,8777.0,4919.0,6346.0,9231.0,11946.0,,,20740,30272,GA,6745.0,0,1623
7292,0,9/17/2009,MANHEIM,2006,3,PONTIAC,G6 V6 3.5L V6 SFI,Bas,4D SEDAN,WHITE,AUTO,1.0,Alloy,73151,AMERICAN,MEDIUM,GM,7691.0,9280.0,8806.0,10522.0,6972.0,8175.0,10156.0,11676.0,,,20740,30272,GA,7660.0,0,1272
7293,0,9/24/2009,MANHEIM,2006,3,KIA,OPTIMA 4C 2.4L I4 MP,LX,4D SEDAN LX,WHITE,AUTO,1.0,Alloy,80649,OTHER ASIAN,MEDIUM,OTHER,5085.0,6523.0,5992.0,7545.0,4335.0,5544.0,7442.0,8837.0,,,18881,30272,GA,6795.0,0,853
7294,0,9/24/2009,MANHEIM,2003,6,MAZDA,MAZDA6 2.3L I4 MPI,i,4D SEDAN I,GREY,AUTO,1.0,Alloy,69835,OTHER ASIAN,MEDIUM,OTHER,4682.0,5865.0,5557.0,6834.0,4112.0,5192.0,4941.0,6107.0,,,18881,30272,GA,6895.0,0,1418
7295,0,9/24/2009,MANHEIM,2005,4,KIA,SORENTO 2WD 3.5L V6,EX,4D SPORT UTILITY EX,MAROON,AUTO,1.0,Alloy,81113,OTHER ASIAN,MEDIUM SUV,OTHER,5852.0,6943.0,6820.0,7998.0,5895.0,6937.0,9381.0,10495.0,,,18881,30272,GA,7495.0,0,1893
7296,0,9/24/2009,MANHEIM,2006,3,CHRYSLER,PT CRUISER 2.4L I4 S,Tou,4D SEDAN,BLUE,AUTO,1.0,Alloy,80022,AMERICAN,MEDIUM,CHRYSLER,5505.0,6605.0,6445.0,7633.0,4956.0,5865.0,8988.0,10637.0,,,18881,30272,GA,5795.0,0,1503
7297,0,9/24/2009,MANHEIM,2003,6,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,MAROON,AUTO,1.0,Alloy,75452,AMERICAN,LARGE,GM,3211.0,4466.0,3968.0,5323.0,2954.0,3936.0,5899.0,7253.0,,,18881,30272,GA,5595.0,0,2274
7298,0,9/24/2009,MANHEIM,2005,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Bas,4D SEDAN,GOLD,AUTO,1.0,Alloy,80175,AMERICAN,MEDIUM,GM,5161.0,6516.0,6074.0,7537.0,4845.0,6259.0,5733.0,7260.0,,,18881,30272,GA,5595.0,0,1113
7299,0,9/24/2009,MANHEIM,2004,5,CHRYSLER,TOWN & COUNTRY FWD V,Tou,MINIVAN 3.8L LXI,BLUE,AUTO,1.0,Alloy,86747,AMERICAN,VAN,CHRYSLER,5415.0,7384.0,6348.0,8475.0,5296.0,7197.0,6220.0,8273.0,,,18881,30272,GA,5795.0,0,1763
7300,0,10/1/2009,MANHEIM,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN,MAROON,AUTO,1.0,Alloy,64276,AMERICAN,MEDIUM,CHRYSLER,8356.0,9117.0,9524.0,10346.0,7878.0,8654.0,9008.0,9846.0,,,18111,30272,GA,7645.0,0,1020
7301,0,10/1/2009,MANHEIM,2006,3,FORD,FIVE HUNDRED 3.0L V6,SE,4D SEDAN SE,RED,AUTO,1.0,Alloy,81169,AMERICAN,LARGE,FORD,6613.0,8194.0,7642.0,9350.0,5569.0,6745.0,9532.0,10758.0,,,18111,30272,GA,7760.0,0,1633
7302,0,10/1/2009,MANHEIM,2002,7,BUICK,LE SABRE Unspecified,Cus,4D SEDAN CUSTOM,SILVER,AUTO,1.0,Alloy,96771,AMERICAN,LARGE,GM,4050.0,5336.0,4874.0,6263.0,3537.0,4947.0,4320.0,5843.0,,,18111,30272,GA,4200.0,0,2939
7303,0,10/1/2009,MANHEIM,2008,1,JEEP,COMPASS 2WD 4C 2.4L,Spo,4D SUV SPORT 2.4L,GREEN,AUTO,1.0,Alloy,50100,AMERICAN,SMALL SUV,CHRYSLER,9678.0,10809.0,10952.0,12174.0,8370.0,9236.0,9540.0,10475.0,,,18111,30272,GA,8645.0,0,754
7304,0,10/1/2009,MANHEIM,2006,3,CHRYSLER,SEBRING V6 2.7L V6 M,Tou,4D SEDAN,GREEN,AUTO,1.0,Alloy,80104,AMERICAN,MEDIUM,CHRYSLER,5124.0,6336.0,6034.0,7343.0,5124.0,6336.0,6034.0,7343.0,,,18111,30272,GA,5695.0,0,1373
7305,0,10/1/2009,MANHEIM,2003,6,FORD,RANGER PICKUP 2WD V6,Edg,REG CAB 3.0L EDGE,BLACK,AUTO,2.0,Covers,76656,AMERICAN,SMALL TRUCK,FORD,3972.0,5382.0,4790.0,6313.0,4239.0,5547.0,7509.0,8805.0,,,18111,30272,GA,5795.0,0,869
7306,0,10/1/2009,MANHEIM,2005,4,CHRYSLER,PT CRUISER 2.4L I4 S,Tou,4D SEDAN,BLUE,AUTO,1.0,Alloy,80106,AMERICAN,MEDIUM,CHRYSLER,4401.0,5401.0,5253.0,6333.0,3794.0,4809.0,7416.0,8527.0,,,18111,30272,GA,5930.0,0,1503
7307,0,10/1/2009,MANHEIM,2008,1,DODGE,CALIBER 2.0L I4 SFI,SE,4D WAGON,SILVER,AUTO,1.0,Alloy,45249,AMERICAN,MEDIUM,CHRYSLER,7736.0,8351.0,8855.0,9519.0,6950.0,7442.0,11022.0,11462.0,,,18111,30272,GA,7245.0,0,693
7308,0,10/1/2009,MANHEIM,2003,6,SATURN,ION 2.2L I4 MPI,3,4D SEDAN LEVEL 3,SILVER,AUTO,1.0,Alloy,57948,AMERICAN,MEDIUM,GM,3326.0,4547.0,4092.0,5411.0,3326.0,4547.0,4092.0,5411.0,,,18111,30272,GA,6195.0,0,971
7309,1,10/1/2009,MANHEIM,2008,1,DODGE,AVENGER 4C 2.4L I4 S,SE,4D SEDAN,BLUE,AUTO,1.0,Alloy,46336,AMERICAN,MEDIUM,CHRYSLER,8356.0,9117.0,9524.0,10346.0,8356.0,9117.0,9524.0,10346.0,,,18111,30272,GA,8345.0,0,834
7310,0,10/1/2009,MANHEIM,2006,3,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,SILVER,AUTO,1.0,Alloy,69781,AMERICAN,LARGE,GM,6475.0,8086.0,7493.0,9233.0,6475.0,8086.0,7493.0,9233.0,,,18111,30272,GA,7510.0,0,1703
7311,0,10/1/2009,MANHEIM,2006,3,HYUNDAI,SONATA V6 3.3L V6 MP,GLS,4D SEDAN GLS,BLUE,AUTO,1.0,Alloy,73743,OTHER ASIAN,MEDIUM,OTHER,7445.0,9138.0,8541.0,10369.0,7178.0,8806.0,11366.0,12815.0,,,18111,30272,GA,7560.0,0,803
7312,0,10/1/2009,MANHEIM,2005,4,DODGE,1500 RAM PICKUP 2WD,ST,REG CAB 3.7L,SILVER,AUTO,1.0,Alloy,52923,AMERICAN,LARGE TRUCK,CHRYSLER,6580.0,7302.0,7606.0,8386.0,6100.0,7858.0,7088.0,8987.0,,,18111,30272,GA,8710.0,0,505
7313,0,10/8/2009,MANHEIM,2005,4,CHEVROLET,TRAILBLAZER 2WD 6C 4,LS,4D SUV 4.2L,BLACK,AUTO,1.0,Alloy,64879,AMERICAN,MEDIUM SUV,GM,7338.0,8873.0,8425.0,10083.0,6409.0,7882.0,10568.0,12781.0,,,18881,30272,GA,7860.0,0,1020
7314,0,10/8/2009,MANHEIM,2004,5,BUICK,RAINIER RWD V6 4.2L,CXL,4D SUV CXL,BLUE,AUTO,1.0,Alloy,78736,AMERICAN,MEDIUM SUV,GM,7902.0,9584.0,9034.0,10851.0,6540.0,7681.0,7563.0,8795.0,,,18881,30272,GA,7960.0,0,1155
7315,0,10/8/2009,MANHEIM,2005,4,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,BLUE,AUTO,2.0,Covers,81561,AMERICAN,VAN,CHRYSLER,4516.0,5738.0,5377.0,6697.0,4461.0,5863.0,8891.0,10662.0,,,18881,30272,GA,5495.0,0,1763
7317,0,10/8/2009,MANHEIM,2007,2,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,RED,AUTO,1.0,Alloy,58127,AMERICAN,LARGE,GM,7615.0,8971.0,8724.0,10189.0,7119.0,8158.0,11163.0,12382.0,,,18881,30272,GA,7410.0,0,1500
7318,0,10/8/2009,MANHEIM,2006,3,DODGE,CARAVAN FWD V6 3.3L,SE,MINIVAN 3.3L,WHITE,AUTO,1.0,Alloy,85461,AMERICAN,VAN,CHRYSLER,5829.0,7783.0,6795.0,8906.0,4618.0,6203.0,8476.0,10216.0,,,18881,30272,GA,5845.0,0,1763
7319,0,10/8/2009,MANHEIM,2004,5,CHRYSLER,PACIFICA FWD 3.5L V6,,4D SPORT TOURER,GREEN,AUTO,1.0,Alloy,78060,AMERICAN,CROSSOVER,CHRYSLER,6241.0,7582.0,7240.0,8689.0,5902.0,7198.0,9091.0,10758.0,,,18881,30272,GA,7560.0,0,1389
7321,0,10/8/2009,MANHEIM,2007,2,MAZDA,MAZDA3 2.0L I4 MFI /,i,4D SEDAN I,RED,AUTO,2.0,Covers,85821,OTHER ASIAN,MEDIUM,OTHER,10389.0,12067.0,11720.0,13532.0,9703.0,11322.0,13215.0,14549.0,,,18881,30272,GA,7960.0,0,1113
7322,0,10/8/2009,MANHEIM,2007,2,KIA,OPTIMA 4C 2.4L I4 MP,EX,4D SEDAN,RED,AUTO,2.0,Covers,61547,OTHER ASIAN,MEDIUM,OTHER,7361.0,8344.0,8450.0,9512.0,6784.0,7677.0,10037.0,10817.0,,,18881,30272,GA,7645.0,0,728
7324,0,10/8/2009,MANHEIM,2007,2,DODGE,CALIBER 2.0L I4 SFI,SXT,4D WAGON SXT,SILVER,AUTO,2.0,Covers,57190,AMERICAN,MEDIUM,CHRYSLER,7952.0,9509.0,9088.0,10770.0,7139.0,8581.0,10841.0,12159.0,,,18881,30272,GA,6830.0,0,754
7325,0,10/8/2009,MANHEIM,2007,2,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,SILVER,AUTO,1.0,Alloy,50614,AMERICAN,LARGE,GM,7615.0,8971.0,8724.0,10189.0,7532.0,8956.0,11563.0,12995.0,,,18881,30272,GA,7860.0,0,1500
7326,0,10/8/2009,MANHEIM,2004,5,DODGE,STRATUS 4C 2.4L I4 M,SE,4D SEDAN,SILVER,AUTO,2.0,Covers,85276,AMERICAN,MEDIUM,CHRYSLER,2512.0,3492.0,3213.0,4271.0,2436.0,3405.0,5397.0,6696.0,,,18881,30272,GA,4975.0,0,1243
7328,0,10/8/2009,MANHEIM,2005,4,NISSAN,ALTIMA 2.5L I4 MPI,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,80099,TOP LINE ASIAN,MEDIUM,OTHER,6572.0,8064.0,7598.0,9209.0,5976.0,7190.0,9374.0,10780.0,,,18881,30272,GA,7360.0,0,723
7329,0,10/8/2009,MANHEIM,2005,4,CHRYSLER,TOWN & COUNTRY FWD V,LX,MINIVAN 3.3L LX,SILVER,AUTO,2.0,Covers,65099,AMERICAN,VAN,CHRYSLER,5668.0,7486.0,6621.0,8585.0,5457.0,6715.0,9128.0,10274.0,,,18881,30272,GA,6995.0,0,1411
7330,0,10/15/2009,MANHEIM,2008,1,CHRYSLER,SEBRING 4C 2.4L I4 E,LX,4D SEDAN LX,BLUE,AUTO,1.0,Alloy,50639,AMERICAN,MEDIUM,CHRYSLER,8385.0,9005.0,9556.0,10225.0,8033.0,8669.0,11710.0,12387.0,,,18881,30272,GA,7845.0,0,920
7331,0,10/15/2009,MANHEIM,2005,4,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,GOLD,AUTO,1.0,Alloy,74852,AMERICAN,LARGE,GM,5497.0,7024.0,6437.0,8086.0,4929.0,6263.0,8496.0,9928.0,,,18881,30272,GA,6745.0,0,1974
7332,0,10/15/2009,MANHEIM,2005,4,HYUNDAI,SONATA V6 2.7L V6 MP,GLS,4D SEDAN,SILVER,AUTO,1.0,Alloy,74220,OTHER ASIAN,MEDIUM,OTHER,4171.0,5734.0,5005.0,6693.0,4123.0,5518.0,4953.0,6459.0,,,18881,30272,GA,6345.0,0,803
7333,0,10/15/2009,MANHEIM,2005,4,DODGE,DURANGO 4WD V8 4.7L,SLT,4D SUV 4.7L,WHITE,AUTO,1.0,Alloy,82604,AMERICAN,MEDIUM SUV,CHRYSLER,9671.0,11615.0,10945.0,13044.0,8686.0,10564.0,9881.0,11909.0,,,18881,30272,GA,8860.0,0,1763
7335,0,10/15/2009,MANHEIM,2005,4,DODGE,NEON 2.0L I4 SFI,SXT,4D SEDAN,RED,AUTO,1.0,Alloy,78757,AMERICAN,COMPACT,CHRYSLER,3298.0,4191.0,4062.0,5026.0,3660.0,4654.0,6195.0,7421.0,,,18881,30272,GA,4925.0,0,686
7336,0,10/15/2009,MANHEIM,2006,3,DODGE,CHARGER 3.5L V6 EFI,Bas,4D SEDAN,WHITE,AUTO,1.0,Alloy,74472,AMERICAN,SPECIALTY,CHRYSLER,8641.0,10117.0,9832.0,11426.0,8434.0,9944.0,9609.0,11240.0,,,18881,30272,GA,8760.0,0,1389
7338,0,10/15/2009,MANHEIM,2005,4,DODGE,NEON 2.0L I4 SFI,SE,4D SEDAN,RED,AUTO,1.0,Alloy,89980,AMERICAN,COMPACT,CHRYSLER,3298.0,4191.0,4062.0,5026.0,2971.0,4115.0,6323.0,8000.0,,,18881,30272,GA,3625.0,0,723
